l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
2860,167,60,2,28.05,4503.91,0.01,0.0,R,F,1998-05-22,1998-05-23,1998-05-23,DELIVER IN PERSON,REG AIR,carefully furiously quickly express slyly bl
2860,78,16,3,3.74,4349.76,0.07,0.07,N,F,1998-05-06,1998-05-28,1998-05-09,DELIVER IN PERSON,FOB,regular carefully slyly
2861,355,68,1,28.36,1849.07,0.06,0.04,R,F,1997-02-28,1997-03-15,1997-03-14,NONE,AIR,pending furiously carefully silent
2861,62,41,2,28.25,2054.83,0.01,0.03,A,F,1997-01-15,1997-03-28,1997-02-09,COLLECT COD,FOB,quickly pending regular final carefully spec
2861,166,14,3,1.94,3826.87,0.07,0.04,N,F,1997-02-16,1997-02-15,1997-03-16,COLLECT COD,MAIL,quickly unusual silent
2862,403,57,1,12.07,4502.68,0.04,0.01,N,F,1993-03-17,1993-04-05,1993-03-21,NONE,TRUCK,final express silent pending blithely
2862,190,40,2,38.38,3242.08,0.05,0.03,A,F,1993-02-06,1993-04-19,1993-03-01,DELIVER IN PERSON,REG AIR,unusual unusual special
2862,145,5,3,39.33,4552.68,0.02,0.05,N,F,1993-02-08,1993-04-01,1993-02-27,TAKE BACK RETURN,REG AIR,regular carefully final blithely
2863,202,82,1,21.16,1364.95,0.04,0.01,R,F,1996-10-08,1996-10-31,1996-11-07,COLLECT COD,REG AIR,blithely regular express regular pending fin
2863,274,54,2,34.39,4397.37,0.08,0.04,A,F,1996-11-15,1996-12-17,1996-11-30,NONE,REG AIR,special furiously pending unusual
2863,47,64,3,12.99,2301.23,0.06,0.04,R,F,1996-10-08,1996-10-19,1996-10-20,COLLECT COD,RAIL,quickly quickly regular silent
2864,279,88,1,22.01,2385.33,0.03,0.07,R,F,1997-04-06,1997-04-29,1997-04-17,NONE,TRUCK,unusual pending unusual final furiously expr
2864,192,6,2,48.07,1559.93,0.02,0.08,A,F,1997-04-30,1997-04-28,1997-05-24,COLLECT COD,SHIP,final silent regular blithely carefully furi
2864,25,7,3,47.35,2181.25,0.06,0.04,A,F,1997-03-16,1997-05-06,1997-03-27,COLLECT COD,SHIP,slyly slyly express unusual unusual special 
2865,218,41,1,45.58,1603.33,0.06,0.08,N,F,1994-10-14,1994-10-20,1994-10-27,COLLECT COD,SHIP,unusual carefully slyly regular carefully qu
2865,136,24,2,27.34,3071.36,0.09,0.01,A,F,1994-08-27,1994-10-30,1994-09-11,TAKE BACK RETURN,REG AIR,regular slyly unusual regular
2865,186,33,3,21.37,3172.82,0.06,0.05,A,F,1994-09-14,1994-11-03,1994-09-24,NONE,AIR,special pending quickly carefully carefully
2866,215,15,1,49.37,3820.01,0.05,0.07,A,F,1993-06-29,1993-07-08,1993-07-07,COLLECT COD,SHIP,express carefully carefully express unusual 
2866,396,40,2,38.19,4354.77,0.03,0.03,A,F,1993-07-27,1993-08-15,1993-08-22,COLLECT COD,MAIL,special blithely furiously special carefully
2866,355,15,3,7.53,4444.72,0.0,0.06,N,F,1993-06-20,1993-07-28,1993-07-05,NONE,REG AIR,regular blithely furiously unusual
2867,480,31,1,5.06,1699.49,0.08,0.06,N,F,1995-09-03,1995-09-26,1995-09-13,TAKE BACK RETURN,RAIL,unusual quickly special silent unusual speci
2867,446,30,2,41.62,4018.35,0.09,0.08,A,F,1995-08-01,1995-08-30,1995-08-08,COLLECT COD,MAIL,slyly special carefully blithely unusual car
2867,351,5,3,37.89,3438.47,0.1,0.01,A,F,1995-09-17,1995-09-06,1995-09-24,DELIVER IN PERSON,FOB,carefully unusual pending carefully
2868,298,41,1,42.19,4224.73,0.08,0.02,A,F,1998-12-21,1998-12-06,1998-12-24,DELIVER IN PERSON,MAIL,blithely special regular final regular slyly
2868,381,33,2,23.26,2911.06,0.01,0.01,A,F,1998-12-08,1998-11-25,1998-12-18,TAKE BACK RETURN,TRUCK,special blithely blithely slyly
2868,279,90,3,29.57,718.87,0.08,0.04,A,F,1998-11-15,1998-12-20,1998-12-04,COLLECT COD,REG AIR,express silent carefully unusual furiously
2869,294,87,1,6.13,348.33,0.06,0.0,R,F,1997-10-02,1997-11-07,1997-10-23,DELIVER IN PERSON,RAIL,carefully special carefully unusual express 
2869,48,70,2,28.65,3092.63,0.03,0.06,A,F,1997-10-01,1997-10-20,1997-10-06,TAKE BACK RETURN,REG AIR,regular blithely express furiously
2869,429,94,3,11.82,2225.03,0.01,0.06,R,F,1997-10-08,1997-12-10,1997-10-30,COLLECT COD,TRUCK,blithely blithely pending blithely unusual b
2870,12,79,1,1.57,524.76,0.06,0.05,R,F,1997-07-15,1997-09-07,1997-08-04,TAKE BACK RETURN,TRUCK,final blithely regular
2870,82,9,2,21.58,2274.32,0.02,0.06,N,F,1997-07-04,1997-09-11,1997-07-29,NONE,SHIP,slyly blithely slyly blithely
2870,370,34,3,27.51,3971.74,0.08,0.0,A,F,1997-08-10,1997-09-05,1997-08-14,COLLECT COD,AIR,regular pending quickly
2871,204,70,1,17.59,4537.11,0.04,0.04,R,F,1993-04-28,1993-05-25,1993-05-01,TAKE BACK RETURN,AIR,silent quickly carefully quickly carefully s
2871,461,61,2,39.02,4687.47,0.01,0.05,N,F,1993-05-04,1993-05-19,1993-05-12,TAKE BACK RETURN,TRUCK,unusual special special special pending quic
2871,85,4,3,45.67,2285.09,0.08,0.08,N,F,1993-05-08,1993-04-23,1993-05-09,COLLECT COD,RAIL,silent carefully special
2872,327,60,1,33.11,1690.05,0.0,0.04,A,F,1998-02-08,1998-04-05,1998-02-21,NONE,SHIP,express quickly carefully
2872,209,74,2,39.82,2642.16,0.03,0.03,A,F,1998-02-14,1998-03-02,1998-03-02,DELIVER IN PERSON,MAIL,furiously blithely carefully blithely quickl
2872,23,79,3,28.98,3308.33,0.09,0.07,R,F,1998-03-27,1998-04-03,1998-04-15,TAKE BACK RETURN,SHIP,pending unusual express blithely unusual spe
2873,109,74,1,29.55,2341.12,0.08,0.05,A,F,1995-05-29,1995-06-27,1995-06-08,DELIVER IN PERSON,AIR,carefully furiously final
2873,299,91,2,22.34,3917.35,0.04,0.04,A,F,1995-07-04,1995-07-13,1995-07-23,DELIVER IN PERSON,REG AIR,final special pending slyly final carefully
2873,306,23,3,10.87,4503.25,0.09,0.01,N,F,1995-06-02,1995-07-09,1995-06-09,DELIVER IN PERSON,MAIL,special unusual special final special final 
2874,387,99,1,49.49,930.19,0.04,0.03,A,F,1997-08-21,1997-10-05,1997-08-30,TAKE BACK RETURN,TRUCK,express silent furiously unusual blithely qu
2874,394,25,2,33.09,4644.54,0.06,0.06,N,F,1997-09-07,1997-10-08,1997-09-15,COLLECT COD,REG AIR,final quickly slyly blithely furiously
2874,262,2,3,41.11,1421.89,0.08,0.05,R,F,1997-09-30,1997-09-15,1997-10-02,TAKE BACK RETURN,SHIP,express carefully regular
2875,309,29,1,4.5,501.99,0.08,0.08,R,F,1994-10-04,1994-10-26,1994-10-16,COLLECT COD,REG AIR,unusual unusual slyly pending slyly regular 
2875,198,37,2,49.96,2031.16,0.05,0.07,N,F,1994-09-09,1994-10-27,1994-09-19,TAKE BACK RETURN,REG AIR,unusual silent express carefully slyly regul
2875,114,87,3,24.84,3263.94,0.05,0.01,N,F,1994-08-25,1994-11-03,1994-09-10,DELIVER IN PERSON,SHIP,slyly pending quickly final
2876,264,11,1,26.78,553.49,0.05,0.07,N,F,1998-02-24,1998-04-09,1998-03-06,DELIVER IN PERSON,TRUCK,regular carefully blithely final pending reg
2876,48,64,2,21.79,4231.04,0.0,0.08,R,F,1998-01-17,1998-03-22,1998-01-21,COLLECT COD,MAIL,regular furiously express special regular re
2876,498,20,3,12.16,1960.23,0.09,0.01,R,F,1998-03-07,1998-04-03,1998-03-18,COLLECT COD,FOB,quickly regular final carefully special spec
2877,26,15,1,17.11,1995.38,0.03,0.06,R,F,1996-03-08,1996-03-04,1996-03-27,DELIVER IN PERSON,SHIP,final special quickly carefully special care
2877,190,26,2,10.16,4918.36,0.09,0.02,R,F,1996-03-20,1996-04-22,1996-04-07,COLLECT COD,MAIL,silent unusual slyly final unusual express p
2877,431,95,3,43.28,1571.7,0.07,0.04,R,F,1996-02-02,1996-04-21,1996-03-03,TAKE BACK RETURN,RAIL,pending special furiously furiously pending
2878,244,11,1,45.28,4761.57,0.02,0.04,A,F,1996-03-29,1996-04-15,1996-04-04,COLLECT COD,AIR,express regular quickly blithely special
2878,274,58,2,49.22,2242.04,0.07,0.01,N,F,1996-04-22,1996-04-09,1996-05-14,NONE,RAIL,special blithely quickly express final blith
2878,480,81,3,35.74,2035.84,0.06,0.01,A,F,1996-03-09,1996-05-26,1996-04-02,DELIVER IN PERSON,RAIL,pending pending express quickly blithely
2879,474,59,1,24.99,479.55,0.04,0.05,R,F,1997-10-22,1997-11-18,1997-11-05,TAKE BACK RETURN,SHIP,pending unusual express express
2879,291,19,2,29.83,3638.99,0.04,0.0,N,F,1997-11-28,1997-12-25,1997-12-07,COLLECT COD,TRUCK,quickly carefully slyly silent furiously sly
2879,112,9,3,6.43,3923.8,0.02,0.06,N,F,1997-11-27,1997-11-27,1997-12-08,DELIVER IN PERSON,REG AIR,express slyly express pending
2880,134,28,1,33.91,314.19,0.04,0.06,N,F,1996-11-28,1997-01-17,1996-12-01,DELIVER IN PERSON,FOB,carefully final unusual quickly
2880,309,100,2,9.96,1195.83,0.06,0.05,R,F,1996-12-03,1997-01-29,1996-12-20,TAKE BACK RETURN,MAIL,pending furiously slyly regular silent quick
2880,20,45,3,44.93,1376.53,0.06,0.06,R,F,1996-11-24,1997-01-19,1996-12-22,COLLECT COD,MAIL,carefully quickly quickly
2881,169,28,1,45.55,321.8,0.04,0.07,A,F,1997-01-31,1997-03-01,1997-02-06,TAKE BACK RETURN,TRUCK,pending unusual blithely
2881,335,99,2,12.92,1120.07,0.02,0.05,N,F,1997-02-12,1997-03-16,1997-02-21,NONE,RAIL,unusual silent furiously regular blithely fi
2881,472,10,3,46.36,2080.09,0.01,0.07,N,F,1997-03-08,1997-04-01,1997-03-30,TAKE BACK RETURN,REG AIR,regular special express furiously regular
2882,309,65,1,35.17,4139.44,0.03,0.05,A,F,1996-01-05,1996-02-21,1996-01-17,NONE,REG AIR,unusual furiously slyly silent unusual caref
2882,85,49,2,18.24,2995.53,0.06,0.06,R,F,1996-01-31,1996-03-04,1996-02-21,COLLECT COD,SHIP,slyly special slyly carefully furiously slyl
2882,148,8,3,40.59,3526.55,0.09,0.08,N,F,1995-12-12,1996-02-12,1996-01-06,DELIVER IN PERSON,FOB,carefully final slyly
2883,158,97,1,36.31,4107.04,0.05,0.05,N,F,1993-01-28,1993-03-16,1993-01-31,TAKE BACK RETURN,REG AIR,quickly silent regular
2883,136,3,2,45.0,1152.56,0.03,0.08,R,F,1993-02-21,1993-03-08,1993-03-11,TAKE BACK RETURN,TRUCK,express express special
2883,408,42,3,45.14,2098.68,0.0,0.03,N,F,1993-02-22,1993-02-18,1993-03-14,COLLECT COD,SHIP,blithely regular furiously quickly carefully
2884,99,53,1,42.05,4606.61,0.04,0.05,A,F,1998-02-17,1998-03-22,1998-03-02,NONE,FOB,blithely express regular carefully quickly q
2884,131,22,2,5.99,823.91,0.08,0.01,R,F,1998-02-07,1998-03-21,1998-02-11,NONE,REG AIR,express final unusual express slyly
2884,33,16,3,6.34,3635.09,0.01,0.06,N,F,1998-02-15,1998-03-10,1998-03-09,NONE,MAIL,quickly blithely furiously express pending s
2885,99,74,1,44.95,1263.72,0.01,0.04,A,F,1996-06-05,1996-05-09,1996-06-24,TAKE BACK RETURN,RAIL,regular express furiously quickly
2885,169,8,2,11.42,1727.51,0.04,0.01,A,F,1996-04-18,1996-06-17,1996-04-21,NONE,MAIL,express quickly slyly
2885,50,44,3,4.3,2286.7,0.06,0.06,N,F,1996-04-17,1996-05-08,1996-04-18,NONE,RAIL,carefully pending special special quickly
2886,342,26,1,28.19,1757.69,0.01,0.06,R,F,1997-05-27,1997-07-07,1997-06-15,TAKE BACK RETURN,AIR,special slyly blithely carefully quickly
2886,60,31,2,22.08,2830.85,0.03,0.01,R,F,1997-05-24,1997-06-02,1997-06-03,COLLECT COD,AIR,special express regular express blithely pen
2886,431,41,3,23.77,869.63,0.05,0.01,A,F,1997-06-22,1997-06-30,1997-07-07,NONE,SHIP,slyly carefully blithely blithely quickly pe
2887,11,27,1,4.33,2738.21,0.0,0.04,A,F,1998-03-26,1998-05-05,1998-04-01,DELIVER IN PERSON,TRUCK,slyly regular regular blithely final slyly s
2887,198,19,2,23.22,2733.43,0.07,0.03,R,F,1998-03-19,1998-03-14,1998-04-01,TAKE BACK RETURN,AIR,special silent special special furiously car
2887,262,78,3,42.1,1478.84,0.06,0.02,N,F,1998-03-15,1998-03-31,1998-03-17,NONE,MAIL,regular silent final final slyly regular reg
2888,332,90,1,36.78,1263.2,0.01,0.07,R,F,1996-07-18,1996-09-05,1996-08-04,DELIVER IN PERSON,FOB,slyly quickly pending
2888,257,23,2,32.5,920.15,0.03,0.05,N,F,1996-06-22,1996-08-10,1996-07-09,NONE,REG AIR,regular express slyly
2888,6,16,3,15.82,3383.22,0.1,0.08,A,F,1996-08-09,1996-07-18,1996-08-27,TAKE BACK RETURN,REG AIR,furiously blithely silent pending express un
2889,411,26,1,31.1,4171.59,0.01,0.04,A,F,1998-11-07,1998-12-01,1998-11-20,NONE,FOB,final express special final express regular 
2889,210,99,2,21.68,3854.86,0.04,0.06,N,F,1998-10-29,1998-12-14,1998-11-03,NONE,AIR,quickly final quickly carefully
2889,436,47,3,14.39,2170.24,0.1,0.01,R,F,1998-09-25,1998-12-16,1998-09-30,DELIVER IN PERSON,REG AIR,regular carefully final
2890,313,90,1,48.05,4701.07,0.0,0.03,A,F,1996-07-13,1996-08-10,1996-07-29,TAKE BACK RETURN,FOB,carefully carefully furiously furiously
2890,438,96,2,25.13,248.04,0.03,0.0,N,F,1996-07-21,1996-08-19,1996-07-29,TAKE BACK RETURN,TRUCK,quickly carefully pending
2890,327,93,3,21.3,2926.37,0.06,0.01,R,F,1996-08-23,1996-08-30,1996-09-16,DELIVER IN PERSON,FOB,carefully express quickly unusual silent reg
2891,391,38,1,37.3,2594.63,0.05,0.04,N,F,1996-03-31,1996-05-16,1996-04-09,DELIVER IN PERSON,AIR,carefully silent pending pending silent pend
2891,16,30,2,34.92,2458.45,0.09,0.04,A,F,1996-04-01,1996-04-18,1996-04-03,COLLECT COD,TRUCK,carefully silent special carefully express f
2891,161,48,3,30.04,1815.7,0.03,0.0,A,F,1996-03-25,1996-04-18,1996-04-14,COLLECT COD,RAIL,blithely quickly silent
2892,100,45,1,12.72,2748.26,0.07,0.05,A,F,1996-02-29,1996-03-22,1996-03-03,NONE,REG AIR,express furiously carefully carefully pendin
2892,316,2,2,46.47,2160.01,0.06,0.06,A,F,1996-01-14,1996-02-28,1996-02-02,DELIVER IN PERSON,FOB,special final carefully carefully
2892,29,82,3,17.62,559.33,0.04,0.04,A,F,1996-03-03,1996-03-13,1996-03-25,COLLECT COD,SHIP,silent silent express unusual
2893,289,34,1,5.87,3647.45,0.03,0.05,N,F,1995-05-02,1995-06-06,1995-05-17,TAKE BACK RETURN,SHIP,special quickly quickly slyly special blithe
2893,230,87,2,37.64,2341.13,0.0,0.05,A,F,1995-04-08,1995-07-03,1995-05-05,DELIVER IN PERSON,RAIL,special final blithely carefully unusual bli
2893,284,13,3,30.7,2307.76,0.03,0.02,A,F,1995-05-22,1995-06-29,1995-06-14,NONE,MAIL,unusual blithely unusual special regular reg
2894,153,86,1,18.63,777.32,0.03,0.02,N,F,1995-08-21,1995-10-17,1995-09-10,DELIVER IN PERSON,RAIL,carefully carefully express express pending
2894,86,92,2,37.7,2985.81,0.01,0.02,R,F,1995-09-01,1995-09-16,1995-09-24,DELIVER IN PERSON,FOB,final unusual unusual unusual quickly silent
2894,298,78,3,48.88,1134.91,0.04,0.05,N,F,1995-08-20,1995-09-12,1995-08-30,NONE,REG AIR,quickly furiously quickly slyly unusual fina
2895,394,65,1,30.83,584.23,0.09,0.04,R,F,1993-05-24,1993-07-26,1993-05-25,TAKE BACK RETURN,FOB,unusual quickly special carefully quickly
2895,76,45,2,33.57,3430.17,0.02,0.01,N,F,1993-05-28,1993-07-25,1993-06-08,DELIVER IN PERSON,MAIL,quickly regular regular furiously regular re
2895,383,42,3,19.28,122.22,0.01,0.02,N,F,1993-05-05,1993-07-27,1993-05-12,NONE,MAIL,carefully pending furiously
2896,86,44,1,6.24,102.69,0.04,0.06,N,F,1994-06-16,1994-07-14,1994-07-02,COLLECT COD,MAIL,express silent silent slyly
2896,32,61,2,32.05,160.39,0.08,0.02,N,F,1994-05-10,1994-08-01,1994-05-23,DELIVER IN PERSON,SHIP,slyly quickly quickly blithely
2896,121,16,3,10.01,520.43,0.01,0.02,R,F,1994-06-25,1994-08-01,1994-06-29,TAKE BACK RETURN,AIR,carefully special unusual slyly carefully fi
2897,420,32,1,23.58,1336.44,0.05,0.07,N,F,1996-04-29,1996-06-13,1996-05-26,COLLECT COD,REG AIR,furiously special final furiously regular sp
2897,379,36,2,29.62,277.42,0.01,0.0,N,F,1996-05-30,1996-05-26,1996-06-27,NONE,FOB,regular special unusual carefully regular qu
2897,207,60,3,5.72,152.28,0.06,0.02,N,F,1996-06-03,1996-06-29,1996-06-25,COLLECT COD,FOB,blithely silent regular
2898,287,94,1,17.96,776.04,0.04,0.04,A,F,1994-01-01,1994-01-16,1994-01-09,DELIVER IN PERSON,SHIP,carefully carefully carefully carefully blit
2898,143,16,2,25.81,4894.97,0.06,0.06,R,F,1993-12-14,1994-02-11,1993-12-16,COLLECT COD,SHIP,furiously quickly special final slyly
2898,244,47,3,17.83,3323.31,0.02,0.01,R,F,1994-01-22,1994-02-13,1994-02-10,COLLECT COD,RAIL,carefully final blithely pending regular unu
2899,380,95,1,47.19,4431.62,0.01,0.04,R,F,1997-03-27,1997-06-21,1997-03-30,DELIVER IN PERSON,TRUCK,carefully silent regular regular final silen
2899,128,80,2,13.53,4864.49,0.03,0.01,R,F,1997-03-30,1997-06-08,1997-04-12,COLLECT COD,AIR,regular carefully express silent regular unu
2899,379,73,3,25.15,1454.4,0.05,0.05,A,F,1997-04-24,1997-05-10,1997-04-27,COLLECT COD,SHIP,slyly slyly special regular silent slyly qui
2900,427,81,1,6.98,1182.37,0.04,0.06,R,F,1995-03-29,1995-04-22,1995-04-28,NONE,AIR,regular pending regular pending blithely bli
2900,274,51,2,46.21,1576.69,0.02,0.03,N,F,1995-03-11,1995-03-31,1995-04-09,COLLECT COD,TRUCK,blithely furiously pending
2900,328,10,3,17.19,3566.12,0.03,0.05,N,F,1995-03-31,1995-04-03,1995-04-17,COLLECT COD,SHIP,furiously express special silent special sly
2901,76,64,1,34.74,656.16,0.05,0.01,R,F,1995-10-26,1995-11-25,1995-11-22,NONE,TRUCK,express special carefully unusual pending
2901,366,81,2,19.43,2789.16,0.03,0.02,N,F,1995-08-30,1995-11-02,1995-09-07,NONE,TRUCK,pending slyly final special quickly
2901,299,33,3,34.07,4700.65,0.07,0.05,R,F,1995-09-18,1995-11-19,1995-10-03,NONE,SHIP,special slyly special slyly final final spec
2902,440,29,1,46.32,2370.86,0.01,0.02,N,F,1995-08-11,1995-09-21,1995-08-16,DELIVER IN PERSON,REG AIR,special silent slyly furiously
2902,267,30,2,34.65,240.05,0.04,0.08,A,F,1995-07-11,1995-09-17,1995-07-16,NONE,FOB,express express special furiously pending sl
2902,401,85,3,26.74,353.21,0.08,0.08,R,F,1995-07-09,1995-08-18,1995-07-21,TAKE BACK RETURN,MAIL,furiously blithely blithely regular quickly 
2903,25,67,1,47.93,3728.73,0.06,0.06,N,F,1994-12-02,1995-01-10,1994-12-13,COLLECT COD,MAIL,silent blithely express unusual special regu
2903,245,44,2,49.44,484.12,0.04,0.04,R,F,1994-11-18,1994-12-15,1994-12-18,COLLECT COD,TRUCK,slyly express quickly pending blithely blith
2903,140,10,3,34.37,2233.7,0.01,0.04,R,F,1994-11-26,1994-12-19,1994-11-27,COLLECT COD,FOB,final blithely special special slyly
2904,496,89,1,35.11,2792.2,0.08,0.01,A,F,1994-01-15,1994-02-04,1994-02-05,NONE,TRUCK,furiously pending pending final silent unusu
2904,41,92,2,28.09,2803.63,0.02,0.01,N,F,1994-02-01,1994-01-22,1994-02-24,TAKE BACK RETURN,TRUCK,special carefully final special
2904,176,52,3,22.48,784.15,0.04,0.02,A,F,1994-02-09,1994-02-19,1994-03-01,NONE,TRUCK,silent carefully blithely unusual final care
2905,316,22,1,42.48,281.47,0.07,0.03,A,F,1998-10-20,1998-10-17,1998-11-12,TAKE BACK RETURN,REG AIR,regular special slyly special
2905,283,29,2,29.24,503.52,0.04,0.02,R,F,1998-09-17,1998-09-28,1998-10-04,TAKE BACK RETURN,SHIP,slyly carefully final slyly
2905,202,91,3,25.08,1725.74,0.06,0.07,N,F,1998-09-17,1998-11-19,1998-09-25,NONE,REG AIR,quickly pending quickly quickly regular
2906,498,50,1,18.46,1913.79,0.04,0.07,A,F,1998-05-21,1998-07-02,1998-06-04,DELIVER IN PERSON,RAIL,regular quickly express special slyly final
2906,210,87,2,22.83,4066.19,0.01,0.07,R,F,1998-04-19,1998-06-16,1998-05-19,DELIVER IN PERSON,RAIL,slyly pending regular
2906,347,54,3,22.64,2628.27,0.03,0.01,R,F,1998-05-30,1998-05-27,1998-06-11,DELIVER IN PERSON,AIR,furiously regular silent silent quickly
2907,271,26,1,45.61,3726.61,0.01,0.07,R,F,1993-12-04,1994-01-26,1993-12-26,DELIVER IN PERSON,TRUCK,final regular final quickly
2907,477,95,2,22.49,1973.34,0.01,0.07,N,F,1994-01-16,1994-01-18,1994-01-26,DELIVER IN PERSON,FOB,express final regular regular
2907,359,25,3,40.22,4336.39,0.02,0.01,R,F,1994-01-02,1994-01-25,1994-02-01,NONE,RAIL,blithely unusual express quickly silent
2908,452,26,1,6.55,1332.63,0.06,0.06,N,F,1997-09-13,1997-10-20,1997-09-30,TAKE BACK RETURN,SHIP,regular final unusual final regular
2908,339,88,2,5.73,3792.16,0.01,0.04,R,F,1997-10-05,1997-11-25,1997-10-30,NONE,TRUCK,carefully final silent
2908,459,41,3,41.76,290.18,0.03,0.02,R,F,1997-10-11,1997-10-22,1997-10-31,COLLECT COD,RAIL,quickly carefully special furiously special 
2909,453,70,1,9.24,2158.03,0.04,0.05,A,F,1998-09-05,1998-10-20,1998-09-17,DELIVER IN PERSON,SHIP,silent special pending furiously carefully s
2909,60,52,2,45.27,1383.06,0.09,0.07,R,F,1998-09-02,1998-09-26,1998-09-12,NONE,TRUCK,quickly express express
2909,81,23,3,21.89,1626.47,0.02,0.07,A,F,1998-10-17,1998-10-25,1998-10-29,TAKE BACK RETURN,FOB,slyly pending slyly furiously blithely quick
2910,360,39,1,24.06,536.2,0.04,0.06,R,F,1998-01-25,1998-04-04,1998-02-08,DELIVER IN PERSON,REG AIR,blithely furiously special blithely special 
2910,490,42,2,5.76,1392.35,0.06,0.02,N,F,1998-03-07,1998-03-06,1998-03-31,DELIVER IN PERSON,SHIP,regular carefully final carefully unusual fi
2910,407,45,3,32.8,2858.36,0.08,0.03,N,F,1998-03-19,1998-04-02,1998-04-02,COLLECT COD,MAIL,blithely regular pending blithely special
2911,446,30,1,41.26,1400.51,0.07,0.03,N,F,1993-03-28,1993-05-11,1993-04-04,TAKE BACK RETURN,REG AIR,final blithely carefully unusual furiously
2911,366,6,2,47.16,2970.66,0.08,0.02,A,F,1993-04-18,1993-03-29,1993-05-01,COLLECT COD,FOB,unusual silent final regular slyly quickly f
2911,118,33,3,35.32,1212.44,0.03,0.02,A,F,1993-04-04,1993-05-18,1993-04-19,COLLECT COD,REG AIR,final pending slyly
2912,294,85,1,7.18,4204.65,0.0,0.02,A,F,1997-08-06,1997-09-18,1997-08-10,DELIVER IN PERSON,TRUCK,express regular furiously silent blithely bl
2912,470,64,2,45.1,3648.67,0.09,0.01,N,F,1997-08-28,1997-08-16,1997-09-13,DELIVER IN PERSON,FOB,furiously carefully silent special regular f
2912,133,43,3,23.9,2966.71,0.09,0.08,A,F,1997-07-18,1997-09-13,1997-08-13,COLLECT COD,TRUCK,final slyly pending express quickly quickly
2913,197,58,1,1.53,780.41,0.06,0.06,A,F,1996-09-19,1996-11-09,1996-10-11,COLLECT COD,TRUCK,express express pending furiously carefully
2913,464,60,2,5.63,678.8,0.0,0.05,A,F,1996-10-14,1996-10-17,1996-10-31,COLLECT COD,REG AIR,blithely silent silent carefully carefully
2913,479,49,3,18.14,2717.44,0.02,0.02,A,F,1996-09-06,1996-09-30,1996-09-26,NONE,SHIP,silent express quickly final slyly furiously
2914,387,22,1,47.08,1447.98,0.04,0.01,A,F,1998-08-13,1998-08-08,1998-08-20,TAKE BACK RETURN,AIR,pending blithely pending final regular
2914,325,82,2,15.63,3450.07,0.06,0.04,N,F,1998-07-23,1998-09-14,1998-08-07,NONE,TRUCK,final pending quickly final final blithely f
