o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
2785,757,F,8807.46,1997-01-25,4-NOT SPECIFIED,Clerk#000000981,0,pending silent pending unusual carefully quickly silent
2786,189,P,4201.02,1995-05-17,1-URGENT,Clerk#000000733,1,silent pending final blithely
2787,703,P,8017.75,1994-10-29,2-HIGH,Clerk#000000032,1,slyly silent blithely quickly
2788,869,O,12706.96,1998-05-03,5-LOW,Clerk#000000347,1,unusual carefully quickly
2789,556,P,4359.24,1993-09-08,4-NOT SPECIFIED,Clerk#000000282,1,regular silent pending final regular unusual
2790,791,P,12461.35,1994-10-04,4-NOT SPECIFIED,Clerk#000000027,1,special furiously furiously
2791,810,P,10124.73,1995-11-13,2-HIGH,Clerk#000000465,0,silent quickly regular unusual blithely
2792,568,F,9513.79,1998-01-09,5-LOW,Clerk#000000988,1,regular furiously express pending express
2793,145,F,8580.3,1997-12-13,1-URGENT,Clerk#000000486,1,express slyly silent pending
2794,412,P,6924.78,1998-01-23,4-NOT SPECIFIED,Clerk#000000477,1,final silent pending final regular
2795,952,F,5563.02,1998-02-03,4-NOT SPECIFIED,Clerk#000000844,1,furiously slyly silent express
2796,184,O,9794.4,1994-01-10,5-LOW,Clerk#000000843,1,silent quickly quickly carefully blithely carefully furiously unusual
2797,968,F,4444.98,1998-12-03,2-HIGH,Clerk#000000654,0,silent pending regular
2798,634,P,4359.85,1995-11-12,2-HIGH,Clerk#000000806,0,blithely regular silent furiously carefully carefully
2799,927,P,4773.66,1993-06-03,2-HIGH,Clerk#000000080,1,pending express furiously quickly special quickly final express
2800,6,P,11205.88,1993-01-31,5-LOW,Clerk#000000687,0,pending slyly final carefully blithely slyly regular
2801,943,O,2882.41,1998-04-16,3-MEDIUM,Clerk#000000193,0,pending unusual quickly furiously quickly quickly
2802,848,P,3440.96,1994-04-11,3-MEDIUM,Clerk#000000699,1,silent carefully furiously regular pending pending silent
2803,870,O,10275.67,1996-10-30,3-MEDIUM,Clerk#000000618,0,blithely final special quickly furiously unusual blithely
2804,535,P,9021.19,1994-06-25,4-NOT SPECIFIED,Clerk#000000318,1,slyly carefully slyly carefully silent regular carefully
2805,172,O,10232.65,1995-02-17,5-LOW,Clerk#000000570,0,special slyly carefully carefully blithely furiously express slyly
2806,150,F,8756.13,1998-12-23,5-LOW,Clerk#000000558,1,slyly furiously silent final regular quickly silent
2807,770,F,10353.19,1996-12-06,2-HIGH,Clerk#000000932,1,blithely slyly carefully
2808,824,P,2942.2,1998-10-18,1-URGENT,Clerk#000000584,1,pending quickly pending quickly silent furiously regular unusual
2809,794,F,3153.52,1996-07-14,1-URGENT,Clerk#000000223,1,final pending express silent
2810,813,O,8173.46,1994-01-13,2-HIGH,Clerk#000000666,1,pending unusual slyly blithely quickly unusual
2811,12,O,7217.01,1997-02-12,1-URGENT,Clerk#000000562,0,furiously furiously blithely pending
2812,693,F,7103.02,1993-08-26,2-HIGH,Clerk#000000703,1,final unusual express quickly special
2813,837,O,7262.57,1994-09-28,2-HIGH,Clerk#000000471,0,express express special blithely final blithely quickly unusual
2814,225,P,8952.55,1993-12-24,5-LOW,Clerk#000000708,1,express carefully silent
2815,414,P,4520.37,1995-09-03,2-HIGH,Clerk#000000465,0,furiously carefully quickly regular silent quickly pending
2816,898,O,8091.11,1995-11-10,4-NOT SPECIFIED,Clerk#000000448,0,unusual special furiously special unusual quickly final
2817,832,F,3952.84,1997-04-09,4-NOT SPECIFIED,Clerk#000000973,0,final final furiously silent
2818,313,F,8592.74,1996-08-26,3-MEDIUM,Clerk#000000977,0,quickly slyly unusual quickly silent
2819,848,F,8512.46,1996-04-20,4-NOT SPECIFIED,Clerk#000000828,1,slyly furiously express
2820,47,O,9656.8,1995-08-10,2-HIGH,Clerk#000000728,1,quickly unusual quickly special silent furiously regular express
2821,819,F,9719.39,1993-02-19,3-MEDIUM,Clerk#000000592,1,blithely slyly silent final special unusual quickly
2822,702,F,10747.09,1994-12-10,5-LOW,Clerk#000000684,0,slyly final special unusual furiously silent final slyly
2823,566,O,8826.98,1995-08-04,4-NOT SPECIFIED,Clerk#000000253,0,silent regular slyly blithely silent furiously slyly
2824,425,P,9056.11,1998-02-17,4-NOT SPECIFIED,Clerk#000000942,1,quickly regular final final
2825,10,P,4152.2,1998-07-02,5-LOW,Clerk#000000673,1,furiously express slyly blithely
2826,462,P,6024.91,1995-05-09,3-MEDIUM,Clerk#000000326,1,furiously blithely express express regular blithely
2827,337,P,4805.79,1996-10-27,1-URGENT,Clerk#000000993,1,express silent slyly
2828,718,P,11380.97,1996-03-16,3-MEDIUM,Clerk#000000024,0,slyly furiously pending
2829,829,O,9048.29,1997-09-06,3-MEDIUM,Clerk#000000993,0,unusual furiously blithely slyly furiously final furiously
2830,741,F,4336.24,1995-02-09,4-NOT SPECIFIED,Clerk#000000412,0,special silent silent
2831,854,F,6829.68,1993-04-28,4-NOT SPECIFIED,Clerk#000000151,1,regular blithely final express
2832,236,F,4685.33,1995-03-17,5-LOW,Clerk#000000039,0,slyly express regular carefully slyly unusual
2833,290,O,5608.18,1995-07-09,5-LOW,Clerk#000000658,0,carefully quickly special quickly furiously
2834,299,P,3769.52,1996-05-20,5-LOW,Clerk#000000462,1,blithely unusual unusual
2835,873,F,7107.02,1994-09-28,2-HIGH,Clerk#000000647,1,pending carefully furiously blithely carefully furiously regular final
2836,901,F,8288.95,1996-01-10,2-HIGH,Clerk#000000010,1,quickly pending slyly quickly slyly pending quickly
2837,71,O,4957.39,1993-07-07,1-URGENT,Clerk#000000216,1,pending unusual carefully express
2838,569,F,3666.39,1996-02-03,4-NOT SPECIFIED,Clerk#000000555,0,slyly quickly carefully regular carefully quickly silent express
2839,224,P,7446.91,1995-05-27,3-MEDIUM,Clerk#000000933,1,quickly carefully special furiously regular express
2840,800,O,9930.61,1995-01-25,4-NOT SPECIFIED,Clerk#000000102,0,regular silent regular express special final special regular
2841,633,F,5189.19,1997-09-04,4-NOT SPECIFIED,Clerk#000000038,0,pending blithely slyly blithely
2842,297,P,9004.09,1993-12-06,2-HIGH,Clerk#000000976,1,furiously blithely unusual
2843,122,P,7489.55,1994-11-21,3-MEDIUM,Clerk#000000777,1,regular blithely unusual quickly regular blithely
2844,79,O,4149.28,1997-10-31,4-NOT SPECIFIED,Clerk#000000973,0,pending carefully special unusual
2845,277,P,9482.08,1998-01-10,2-HIGH,Clerk#000000620,0,blithely furiously final furiously final
2846,551,F,9662.15,1998-04-09,2-HIGH,Clerk#000000926,1,furiously slyly carefully
2847,337,O,8151.5,1996-01-29,1-URGENT,Clerk#000000892,1,unusual special pending
2848,559,F,9016.41,1998-06-28,5-LOW,Clerk#000000176,1,furiously furiously express quickly pending carefully regular
2849,995,O,3871.65,1995-05-29,4-NOT SPECIFIED,Clerk#000000212,0,special express final quickly slyly regular carefully
2850,461,O,4351.5,1994-08-07,3-MEDIUM,Clerk#000000620,0,quickly blithely pending unusual quickly pending special blithely
2851,326,P,9283.38,1993-11-25,5-LOW,Clerk#000000248,0,carefully express slyly special pending furiously special
2852,398,P,6956.28,1997-11-19,3-MEDIUM,Clerk#000000590,0,regular pending blithely express blithely furiously
2853,856,F,6383.82,1998-11-21,4-NOT SPECIFIED,Clerk#000000026,1,regular quickly express regular regular blithely
2854,150,F,9966.49,1996-05-15,5-LOW,Clerk#000000492,0,quickly unusual pending regular
2855,880,F,6810.14,1996-03-26,2-HIGH,Clerk#000000901,1,pending express unusual blithely express
2856,53,P,4211.81,1998-05-15,3-MEDIUM,Clerk#000000308,1,regular silent unusual blithely silent special regular
2857,973,O,6357.91,1996-12-11,3-MEDIUM,Clerk#000000904,0,final unusual regular
2858,328,F,10869.85,1997-06-30,5-LOW,Clerk#000000355,0,special quickly silent express
2859,2,O,12237.56,1998-02-02,2-HIGH,Clerk#000000217,0,regular quickly express
2860,71,F,13627.52,1998-04-21,3-MEDIUM,Clerk#000000575,1,carefully special unusual express
2861,818,O,7730.77,1997-01-01,1-URGENT,Clerk#000000219,0,pending blithely pending special
2862,169,O,12297.44,1993-01-22,5-LOW,Clerk#000000209,0,furiously blithely final special unusual
2863,723,F,8063.55,1996-09-19,4-NOT SPECIFIED,Clerk#000000812,1,final slyly furiously silent quickly
2864,304,F,6126.51,1997-03-01,5-LOW,Clerk#000000944,0,final special silent quickly unusual
2865,280,F,7847.51,1994-08-21,1-URGENT,Clerk#000000956,0,blithely express silent regular special pending quickly blithely
2866,795,P,12619.5,1993-06-02,1-URGENT,Clerk#000000773,0,final silent final express final unusual slyly
2867,36,O,9156.31,1995-07-26,5-LOW,Clerk#000000401,1,regular furiously unusual quickly quickly
2868,384,P,7854.66,1998-10-24,5-LOW,Clerk#000000868,0,quickly express blithely final regular slyly pending final
2869,187,F,5665.99,1997-09-13,4-NOT SPECIFIED,Clerk#000000938,0,blithely final silent carefully pending
2870,7,O,6770.82,1997-06-29,3-MEDIUM,Clerk#000000267,1,slyly carefully furiously carefully
2871,822,P,11509.67,1993-03-18,1-URGENT,Clerk#000000723,0,unusual regular quickly
2872,189,P,7640.54,1998-01-28,3-MEDIUM,Clerk#000000402,0,silent unusual special
2873,719,F,10761.72,1995-05-23,4-NOT SPECIFIED,Clerk#000000223,0,blithely regular special slyly quickly silent express
2874,247,O,6996.62,1997-08-12,1-URGENT,Clerk#000000208,0,furiously final express furiously carefully blithely
2875,104,O,5797.09,1994-08-16,5-LOW,Clerk#000000300,1,carefully special final regular blithely silent quickly furiously
2876,474,P,6744.76,1998-01-12,3-MEDIUM,Clerk#000000735,1,quickly unusual regular express silent special special silent
2877,266,P,8485.44,1996-01-27,5-LOW,Clerk#000000145,0,slyly pending furiously silent unusual regular express blithely
2878,174,F,9039.45,1996-03-01,2-HIGH,Clerk#000000470,0,pending pending pending unusual slyly
2879,435,F,8042.34,1997-10-07,5-LOW,Clerk#000000586,0,furiously unusual unusual slyly final final quickly final
2880,419,F,2886.55,1996-11-05,1-URGENT,Clerk#000000500,1,carefully final quickly express slyly
2881,35,O,3521.96,1997-01-16,3-MEDIUM,Clerk#000000754,1,blithely regular furiously final unusual slyly
2882,152,F,10661.52,1995-12-11,2-HIGH,Clerk#000000650,1,carefully express furiously slyly pending final carefully slyly
2883,605,F,7358.28,1993-01-18,4-NOT SPECIFIED,Clerk#000000828,0,furiously silent regular
2884,973,P,9065.61,1998-01-06,3-MEDIUM,Clerk#000000562,0,furiously unusual blithely
2885,29,F,5277.93,1996-04-08,4-NOT SPECIFIED,Clerk#000000787,1,quickly silent unusual final
2886,792,O,5458.17,1997-04-23,4-NOT SPECIFIED,Clerk#000000498,0,special furiously slyly carefully express quickly pending
2887,448,O,6950.48,1998-02-06,5-LOW,Clerk#000000584,0,regular special blithely pending final quickly quickly
2888,466,O,5566.57,1996-06-11,1-URGENT,Clerk#000000616,0,express special express furiously slyly
2889,259,P,10196.69,1998-09-17,4-NOT SPECIFIED,Clerk#000000595,1,carefully furiously regular carefully
2890,825,F,7875.48,1996-06-25,5-LOW,Clerk#000000822,1,furiously blithely pending final pending special silent
2891,145,F,6868.78,1996-02-18,1-URGENT,Clerk#000000363,1,furiously regular silent slyly special slyly special
2892,959,O,5467.6,1996-01-10,5-LOW,Clerk#000000869,0,quickly furiously express silent
2893,391,O,8296.34,1995-04-05,1-URGENT,Clerk#000000242,1,final quickly regular
2894,309,P,4898.04,1995-07-27,5-LOW,Clerk#000000307,0,blithely slyly final pending special
2895,794,O,4136.62,1993-05-01,5-LOW,Clerk#000000854,0,slyly quickly regular unusual slyly
2896,662,F,783.51,1994-05-03,1-URGENT,Clerk#000000081,1,regular furiously furiously
2897,426,F,1766.14,1996-04-26,3-MEDIUM,Clerk#000000213,1,slyly furiously carefully express carefully quickly express quickly
2898,666,O,8994.32,1993-12-02,5-LOW,Clerk#000000164,1,unusual regular express furiously quickly furiously
2899,982,F,10750.51,1997-03-25,4-NOT SPECIFIED,Clerk#000000699,1,express slyly special final regular unusual
2900,876,O,6325.18,1995-02-07,3-MEDIUM,Clerk#000000513,1,pending furiously final special furiously pending furiously pending
2901,962,F,8145.97,1995-08-29,2-HIGH,Clerk#000000551,1,quickly quickly regular silent carefully special special
2902,938,P,2964.12,1995-07-06,3-MEDIUM,Clerk#000000890,1,slyly furiously quickly
2903,622,P,6446.55,1994-10-27,1-URGENT,Clerk#000000706,0,silent quickly express special express pending blithely blithely
2904,710,O,6379.98,1993-12-19,5-LOW,Clerk#000000489,0,pending quickly carefully
2905,117,P,2510.73,1998-08-27,3-MEDIUM,Clerk#000000281,0,special special slyly silent carefully
2906,841,F,8608.25,1998-04-12,3-MEDIUM,Clerk#000000886,1,carefully blithely slyly special unusual
2907,969,O,10036.34,1993-11-22,3-MEDIUM,Clerk#000000209,1,slyly slyly blithely special furiously
2908,138,F,5414.97,1997-08-31,3-MEDIUM,Clerk#000000351,1,carefully carefully blithely pending special
2909,440,F,5167.56,1998-08-23,1-URGENT,Clerk#000000249,0,quickly carefully silent express pending
2910,214,F,4786.91,1998-01-18,2-HIGH,Clerk#000000603,0,unusual blithely special express
2911,955,P,5583.61,1993-02-24,3-MEDIUM,Clerk#000000742,0,silent unusual slyly express carefully silent special
2912,322,P,10820.03,1997-07-13,2-HIGH,Clerk#000000428,1,carefully slyly regular
2913,525,O,4176.65,1996-08-21,3-MEDIUM,Clerk#000000902,1,slyly silent furiously silent
2914,314,F,8249.58,1998-06-17,5-LOW,Clerk#000000657,1,regular express special
2915,274,F,5815.01,1998-07-21,5-LOW,Clerk#000000233,1,special unusual furiously carefully unusual
2916,138,F,8492.41,1994-04-18,5-LOW,Clerk#000000537,1,unusual special furiously blithely blithely unusual quickly
2917,701,O,6629.36,1994-12-21,1-URGENT,Clerk#000000914,0,blithely final regular final silent regular
2918,342,P,4424.04,1995-06-23,1-URGENT,Clerk#000000355,1,silent regular regular special furiously quickly
2919,169,P,3731.91,1996-06-30,2-HIGH,Clerk#000000959,0,slyly slyly furiously unusual carefully furiously
2920,716,O,9014.2,1996-11-03,5-LOW,Clerk#000000119,0,silent regular furiously quickly
2921,393,P,11670.76,1994-11-02,3-MEDIUM,Clerk#000000837,0,final pending regular slyly blithely quickly express
2922,987,O,4461.37,1996-06-06,3-MEDIUM,Clerk#000000222,0,special furiously blithely express unusual silent
2923,579,O,5935.98,1998-05-06,2-HIGH,Clerk#000000820,0,express carefully slyly quickly express
2924,198,P,7610.15,1997-05-31,4-NOT SPECIFIED,Clerk#000000847,0,regular final express final silent
2925,304,P,4010.12,1997-05-28,1-URGENT,Clerk#000000334,1,furiously slyly pending
2926,297,P,9096.77,1998-06-05,3-MEDIUM,Clerk#000000008,0,pending furiously furiously quickly unusual unusual
2927,324,O,7432.83,1994-10-05,4-NOT SPECIFIED,Clerk#000000027,1,regular quickly furiously carefully silent carefully
2928,892,P,9910.99,1998-06-12,1-URGENT,Clerk#000000847,0,carefully blithely express quickly final express carefully unusual
2929,6,P,5314.7,1993-12-29,4-NOT SPECIFIED,Clerk#000000288,0,blithely regular slyly carefully express
2930,283,O,13821.92,1995-04-09,3-MEDIUM,Clerk#000000772,0,unusual furiously regular
2931,971,O,12007.51,1995-07-06,5-LOW,Clerk#000000599,0,special furiously quickly special quickly carefully
2932,249,F,8385.05,1996-04-21,5-LOW,Clerk#000000672,1,pending carefully furiously special blithely express
2933,43,F,11950.8,1993-11-07,1-URGENT,Clerk#000000183,0,unusual carefully slyly carefully unusual slyly pending
2934,47,P,6609.24,1995-11-10,1-URGENT,Clerk#000000070,1,furiously regular silent special
2935,575,O,8480.17,1997-05-23,3-MEDIUM,Clerk#000000310,1,final pending carefully slyly silent
2936,359,O,11733.13,1993-11-23,1-URGENT,Clerk#000000282,0,furiously carefully carefully quickly regular unusual pending special
2937,596,P,7377.84,1996-02-05,3-MEDIUM,Clerk#000000805,1,pending pending regular quickly unusual furiously
2938,831,O,10598.21,1993-06-06,5-LOW,Clerk#000000138,0,carefully furiously slyly furiously final pending furiously
2939,168,F,8572.72,1994-04-27,4-NOT SPECIFIED,Clerk#000000825,1,pending pending carefully pending
2940,568,O,11733.48,1996-08-01,3-MEDIUM,Clerk#000000153,1,regular unusual slyly blithely carefully silent
2941,399,F,9840.85,1993-03-25,3-MEDIUM,Clerk#000000380,0,silent regular blithely furiously silent unusual
2942,465,O,9005.7,1996-03-01,2-HIGH,Clerk#000000894,1,furiously final carefully
2943,738,O,7145.65,1994-05-30,2-HIGH,Clerk#000000501,0,furiously silent furiously final final
2944,542,P,6286.0,1996-04-22,1-URGENT,Clerk#000000726,1,regular slyly silent unusual pending quickly final slyly
2945,744,F,10025.68,1995-04-22,5-LOW,Clerk#000000846,1,silent quickly unusual silent special quickly silent
2946,987,P,10810.33,1997-05-26,2-HIGH,Clerk#000000572,1,quickly express final pending silent carefully
2947,510,P,6055.08,1993-10-07,5-LOW,Clerk#000000915,1,silent furiously carefully
2948,781,P,5829.8,1996-04-14,4-NOT SPECIFIED,Clerk#000000728,0,special regular carefully
2949,137,F,6805.19,1998-12-30,4-NOT SPECIFIED,Clerk#000000713,1,blithely final blithely
2950,778,P,6391.55,1998-06-15,3-MEDIUM,Clerk#000000957,0,unusual unusual slyly pending furiously blithely
2951,156,F,7732.33,1994-04-03,5-LOW,Clerk#000000611,1,blithely pending blithely unusual final pending special special
2952,622,P,7145.37,1997-07-15,3-MEDIUM,Clerk#000000107,1,quickly unusual quickly quickly slyly carefully final
2953,569,F,3928.02,1998-08-04,3-MEDIUM,Clerk#000000756,0,blithely slyly special slyly silent unusual regular regular
2954,654,F,9364.12,1997-01-15,3-MEDIUM,Clerk#000000829,1,carefully slyly special special final regular
2955,510,O,7311.49,1993-09-19,4-NOT SPECIFIED,Clerk#000000146,1,quickly slyly final blithely
2956,418,P,7541.78,1997-05-16,5-LOW,Clerk#000000206,1,carefully pending blithely slyly blithely pending regular
2957,550,P,8117.64,1998-12-20,1-URGENT,Clerk#000000194,1,carefully blithely furiously special unusual special slyly unusual
2958,179,F,5117.04,1998-09-16,5-LOW,Clerk#000000132,0,unusual final furiously regular final carefully carefully
2959,720,P,7448.09,1994-05-18,3-MEDIUM,Clerk#000000787,1,express silent slyly regular unusual carefully final
2960,573,O,8467.29,1996-02-11,3-MEDIUM,Clerk#000000234,0,pending final final
2961,993,P,7170.26,1993-01-21,4-NOT SPECIFIED,Clerk#000000145,0,express quickly special regular regular
